"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"BDFDBUS","200101","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200102","0.085","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200103","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200104","0.091","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200105","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200106","0.091","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200107","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200108","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200109","0.091","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200110","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200111","0.091","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200112","0.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200113","1.109","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200201","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200202","0.104","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200203","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200204","0.111","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200205","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200206","0.111","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200207","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200208","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200209","0.111","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200210","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200211","0.111","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200212","0.115","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200213","1.356","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200301","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200302","0.141","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200303","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200304","0.151","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200305","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200306","0.151","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200307","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200308","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200309","0.151","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200310","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200311","0.151","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200312","0.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200313","1.838","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200401","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200402","0.287","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200403","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200404","0.297","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200405","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200406","0.297","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200407","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200408","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200409","0.297","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200410","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200411","0.297","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200412","0.307","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200413","3.62","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200501","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200502","0.901","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200503","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200504","0.965","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200505","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200506","0.965","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200507","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200508","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200509","0.965","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200510","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200511","0.965","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200512","0.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200513","11.744","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200601","1.694","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200602","1.464","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200603","1.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200604","2.094","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200605","2.885","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200606","3.324","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200607","2.933","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200608","3.741","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200609","3.251","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200610","2.98","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200611","2.828","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200612","3.206","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200613","32.396","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200701","3.762","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200702","3.066","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200703","4.21","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200704","4.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200705","5.205","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200706","5.121","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200707","6.722","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200708","7.051","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200709","6.648","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200710","6.453","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200711","5.394","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200712","5.573","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200713","63.362","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200801","6.503","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200802","5.835","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200803","6.453","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200804","6.892","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200805","7.02","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200806","7.85","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200807","8.714","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200808","8.816","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200809","8.153","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200810","7.957","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200811","7.813","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200812","5.713","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200813","87.718","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200901","5.483","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200902","4.325","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200903","3.44","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200904","3.644","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200905","4.152","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200906","4.345","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200907","5.595","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200908","5.821","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200909","6.302","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200910","7.431","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200911","8.238","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200912","7.948","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","200913","66.723","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201001","3.442","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201002","3.783","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201003","4.369","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201004","4.423","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201005","4.128","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201006","3.501","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201007","3.57","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201008","3.548","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201009","3.927","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201010","3.674","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201011","2.868","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201012","3.194","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201013","44.427","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201101","4.573","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201102","5.219","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201103","7.708","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201104","9.191","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201105","9.986","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201106","10.529","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201107","11.859","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201108","12.352","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201109","12.411","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201110","13.627","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201111","13.55","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201112","14.146","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201113","125.151","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201201","9.514","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201202","10.25","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201203","12.227","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201204","12.152","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201205","13.19","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201206","12.079","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201207","11.554","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201208","11.824","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201209","10.588","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201210","9.738","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201211","7.403","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201212","7.636","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201213","128.156","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201301","8.908","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201302","9.085","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201303","13.102","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201304","13.844","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201305","14.372","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201306","14.665","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201307","16.69","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201308","16.767","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201309","16.437","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201310","17.778","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201311","16.731","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201312","17.476","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201313","175.855","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201401","9.384","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201402","9.785","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201403","12.829","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201404","12.076","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201405","13.752","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201406","14.368","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201407","15.896","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201408","16.226","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201409","14.964","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201410","15.909","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201411","14.183","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201412","16.073","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201413","165.445","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201501","9.384","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201502","10.056","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201503","12.635","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201504","13.951","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201505","15.127","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201506","15.759","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201507","15.662","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201508","15.934","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201509","13.468","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201510","13.772","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201511","13.697","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201512","13.978","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201513","163.423","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201601","13.528","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201602","13.602","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201603","15.543","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201604","15.516","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201605","17.508","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201606","17.414","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201607","18.095","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201608","18.392","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201609","17.42","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201610","18.652","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201611","18.518","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201612","18.608","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201613","202.797","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201701","11.999","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201702","12.157","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201703","15.002","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201704","16.405","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201705","17.616","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201706","18.169","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201707","19.341","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201708","19.337","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201709","19.053","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201710","19.096","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201711","19.142","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201712","19.098","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201713","206.416","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201801","16.238","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201802","16.551","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201803","19.291","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201804","18.437","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201805","19.573","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201806","20.551","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201807","21.516","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201808","22.286","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201809","21.266","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201810","22.114","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201811","20.732","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201812","21.704","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201813","240.257","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201901","18.617","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201902","16.885","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201903","18.217","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201904","19.682","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201905","19.997","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201906","18.311","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201907","20.517","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201908","20.167","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201909","18.349","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201910","18.668","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201911","16.483","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201912","17.185","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","201913","223.077","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202001","17.364","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202002","16.664","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202003","19.526","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202004","18.512","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202005","19.043","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202006","19.504","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202007","20.913","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202008","21.035","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202009","20.589","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202010","20.633","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202011","19.519","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202012","20.512","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202013","233.813","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202101","16.924","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202102","13.072","1","Biodiesel Feedstock","Trillion Btu"
"BDFDBUS","202103","18.317","1","Biodiesel Feedstock","Trillion Btu"
"BDLCBUS","200101","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200102","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200103","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200104","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200105","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200106","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200107","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200108","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200109","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200110","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200111","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200112","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200113","0.015","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200201","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200202","0.001","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200203","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200204","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200205","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200206","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200207","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200208","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200209","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200210","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200211","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200212","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200213","0.018","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200301","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200302","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200303","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200304","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200305","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200306","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200307","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200308","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200309","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200310","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200311","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200312","0.002","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200313","0.025","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200401","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200402","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200403","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200404","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200405","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200406","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200407","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200408","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200409","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200410","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200411","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200412","0.004","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200413","0.049","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200501","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200502","0.012","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200503","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200504","0.013","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200505","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200506","0.013","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200507","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200508","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200509","0.013","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200510","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200511","0.013","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200512","0.014","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200513","0.16","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200601","0.023","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200602","0.02","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200603","0.027","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200604","0.029","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200605","0.039","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200606","0.045","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200607","0.04","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200608","0.051","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200609","0.044","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200610","0.041","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200611","0.039","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200612","0.044","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200613","0.441","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200701","0.051","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200702","0.042","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200703","0.057","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
"BDLCBUS","200704","0.057","2","Losses and Co-products from Biodiesel Production","Trillion Btu"
