"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"WYICBUS","201813","0.882","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201901","0.097","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201902","0.081","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201903","0.085","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201904","0.091","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201905","0.074","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201906","0.068","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201907","0.049","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201908","0.045","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201909","0.048","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201910","0.079","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201911","0.073","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201912","0.096","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","201913","0.888","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202001","0.082","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202002","0.091","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202003","0.092","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202004","0.086","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202005","0.082","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202006","0.537","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202007","0.63","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202008","0.527","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202009","0.657","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202010","0.855","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202011","0.943","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202012","1.055","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202013","5.637","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202101","0.837","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202102","0.868","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WYICBUS","202103","0.638","4","Wind Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","194913","468.287","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195013","532.237","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195113","552.928","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195213","551.656","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195313","565.897","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195413","576.2","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195513","631.137","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195613","661.409","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195713","616.431","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195813","619.647","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","195913","691.973","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196013","679.864","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196113","695.413","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196213","728.179","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196313","774.843","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196413","826.735","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196513","854.943","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196613","901.916","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196713","894.658","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196813","981.948","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","196913","1014.232","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197013","1018.911","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197113","1039.998","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197213","1112.668","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197301","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197302","89.359","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197303","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197304","95.741","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197305","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197306","95.741","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197307","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197308","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197309","95.741","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197310","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197311","95.741","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197312","98.933","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197313","1164.853","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197401","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197402","88.915","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197403","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197404","95.266","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197405","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197406","95.266","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197407","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197408","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197409","95.266","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197410","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197411","95.266","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197412","98.442","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197413","1159.074","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197501","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197502","81.566","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197503","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197504","87.392","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197505","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197506","87.392","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197507","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197508","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197509","87.392","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197510","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197511","87.392","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197512","90.305","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197513","1063.27","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197601","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197602","96.657","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197603","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197604","99.99","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197605","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197606","99.99","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197607","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197608","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197609","99.99","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197610","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197611","99.99","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197612","103.323","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197613","1219.876","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197701","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197702","98.287","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197703","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197704","105.308","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197705","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197706","105.308","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197707","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197708","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197709","105.308","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197710","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197711","105.308","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197712","108.818","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197713","1281.245","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197801","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197802","107.43","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197803","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197804","115.103","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197805","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197806","115.103","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197807","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197808","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197809","115.103","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197810","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197811","115.103","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197812","118.94","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197813","1400.424","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197901","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197902","107.77","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197903","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197904","115.468","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197905","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197906","115.468","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197907","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197908","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197909","115.468","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197910","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197911","115.468","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197912","119.317","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","197913","1404.862","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198001","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198002","126.776","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198003","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198004","131.148","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198005","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198006","131.148","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198007","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198008","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198009","131.148","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198010","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198011","131.148","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198012","135.519","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198013","1600","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198101","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198102","122.893","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198103","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198104","131.671","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198105","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198106","131.671","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198107","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198108","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198109","131.671","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198110","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198111","131.671","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198112","136.06","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198113","1602","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198201","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198202","116.296","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198203","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198204","124.603","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198205","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198206","124.603","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198207","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198208","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198209","124.603","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198210","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198211","124.603","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198212","128.756","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198213","1516","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198301","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198302","129.644","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198303","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198304","138.904","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198305","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198306","138.904","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198307","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198308","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198309","138.904","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198310","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198311","138.904","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198312","143.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198313","1690","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198401","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198402","133.036","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198403","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198404","137.623","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198405","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198406","137.623","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198407","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198408","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198409","137.623","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198410","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198411","137.623","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198412","142.21","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198413","1679","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198501","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198502","126.192","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198503","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198504","135.205","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198505","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198506","135.205","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198507","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198508","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198509","135.205","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198510","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198511","135.205","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198512","139.712","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198513","1645","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198601","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198602","123.507","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198603","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198604","132.329","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198605","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198606","132.329","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198607","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198608","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198609","132.329","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198610","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198611","132.329","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198612","136.74","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198613","1610","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198701","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198702","120.899","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198703","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198704","129.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198705","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198706","129.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198707","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198708","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198709","129.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198710","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198711","129.534","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198712","133.852","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198713","1576","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198801","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198802","128.757","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198803","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198804","133.197","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198805","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198806","133.197","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198807","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198808","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198809","133.197","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198810","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198811","133.197","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198812","137.637","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198813","1625","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198901","137.726","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198902","126.626","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198903","142.619","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198904","128.396","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198905","110.276","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198906","119.518","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198907","125.32","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198908","140.355","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198909","130.369","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198910","137.115","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198911","140.402","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198912","144.842","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","198913","1583.563","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199001","127.112","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199002","125.588","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199003","132.626","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199004","125.688","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199005","103.273","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199006","76.215","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199007","112.067","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199008","134.31","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199009","131.01","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199010","124.427","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199011","114.462","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199012","135.132","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199013","1441.912","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199101","149.887","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199102","100.769","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199103","99.871","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199104","80.455","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199105","91.365","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199106","97.872","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199107","97.542","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199108","132.112","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199109","150.615","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199110","134.153","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199111","126.706","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199112","148.5","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199113","1409.847","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199201","149.843","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
"WDICBUS","199202","112.038","5","Wood Energy Consumed by the Industrial Sector","Trillion Btu"
